,query,baseMean,log2FoldChange,lfcSE,pvalue,padj,Heatmap_Label,blast_hit,evalue,ProteinNames,BiologicalProcess,GeneOntologyIDs
50,Pocillopora_acuta_HIv2___RNAseq.g19115.t1,990.626313,-10.45205726,1.823677078,6.28E-15,1.82E-12,,Q8NB59,7.09E-20,Synaptotagmin-14 (Synaptotagmin XIV) (SytXIV),,GO:0005543; GO:0016020
51,Pocillopora_acuta_HIv2___RNAseq.g28635.t1,3721.66148,-13.79729644,3.411359124,7.81E-15,2.19E-12,,Q6P832,0,"Glycine amidinotransferase, mitochondrial (EC 2.1.4.1) (L-arginine:glycine amidinotransferase) (Transamidinase)",creatine biosynthetic process [GO:0006601],GO:0005743; GO:0006601; GO:0015068
52,Pocillopora_acuta_HIv2___RNAseq.g25317.t1,2252.954653,-10.96761738,2.314492251,7.98E-15,2.19E-12,Zona_pellucida,Q03146,4.64E-09,Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (Protein-tyrosine kinase MPK-6) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a),"axon development [GO:0061564]; branching involved in mammary gland duct morphogenesis [GO:0060444]; cell population proliferation [GO:0008283]; collagen-activated tyrosine kinase receptor signaling pathway [GO:0038063]; ear development [GO:0043583]; embryo implantation [GO:0007566]; lactation [GO:0007595]; mammary gland alveolus development [GO:0060749]; negative regulation of cell population proliferation [GO:0008285]; neuron projection extension [GO:1990138]; peptidyl-tyrosine autophosphorylation [GO:0038083]; positive regulation of neuron projection development [GO:0010976]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; regulation of cell growth [GO:0001558]; regulation of cell-matrix adhesion [GO:0001952]; regulation of extracellular matrix disassembly [GO:0010715]; smooth muscle cell migration [GO:0014909]; smooth muscle cell-matrix adhesion [GO:0061302]; wound healing, spreading of cells [GO:0044319]",GO:0001558; GO:0001952; GO:0005518; GO:0005524; GO:0005886; GO:0005903; GO:0007566; GO:0007595; GO:0008283; GO:0008285; GO:0010715; GO:0010976; GO:0014909; GO:0016323; GO:0038062; GO:0038063; GO:0038083; GO:0043235; GO:0043583; GO:0044319; GO:0046872; GO:0051897; GO:0060444; GO:0060749; GO:0061302; GO:0061564; GO:1990138
53,Pocillopora_acuta_HIv2___RNAseq.g21373.t1,662.8328642,-14.61874836,3.758584628,8.02E-15,2.19E-12,,NA,NA,NA,NA,NA
54,Pocillopora_acuta_HIv2___RNAseq.g7627.t1,764.1899706,-14.75497336,3.807115129,8.44E-15,2.26E-12,Toll-like receptor 2,Q6T752,6.86E-13,Toll-like receptor 2 (CD antigen CD282),cellular response to diacyl bacterial lipopeptide [GO:0071726]; cellular response to triacyl bacterial lipopeptide [GO:0071727]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; toll-like receptor signaling pathway [GO:0002224],GO:0002224; GO:0004888; GO:0005794; GO:0005886; GO:0006954; GO:0030670; GO:0038023; GO:0042497; GO:0045087; GO:0045121; GO:0061809; GO:0071726; GO:0071727
55,Pocillopora_acuta_HIv2___RNAseq.g9210.t1,701.4326527,-14.51508828,3.774414617,1.71E-14,4.49E-12,,NA,NA,NA,NA,NA
56,Pocillopora_acuta_HIv2___TS.g16384.t1,645.7042187,-14.59740749,3.798769944,1.94E-14,5.00E-12,,NA,NA,NA,NA,NA
57,Pocillopora_acuta_HIv2___RNAseq.g27377.t1,735.3401451,-10.23696118,1.776168374,2.14E-14,5.43E-12,,NA,NA,NA,NA,NA
58,Pocillopora_acuta_HIv2___RNAseq.g13561.t1,640.6244881,-14.58199475,3.800079305,2.26E-14,5.52E-12,,NA,NA,NA,NA,NA
59,Pocillopora_acuta_HIv2___RNAseq.g1102.t1,682.4100912,-14.67567183,3.817131572,2.28E-14,5.52E-12,Neuropeptide FF receptor 2,Q9EQD2,2.11E-45,Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide G-protein coupled receptor),cellular response to hormone stimulus [GO:0032870]; G protein-coupled receptor signaling pathway [GO:0007186]; regulation of MAPK cascade [GO:0043408],GO:0005886; GO:0007186; GO:0008188; GO:0015629; GO:0031628; GO:0032870; GO:0042277; GO:0043408
60,Pocillopora_acuta_HIv2___RNAseq.g1234.t1,3320.090205,10.01716349,2.07233083,2.33E-14,5.52E-12,,NA,NA,NA,NA,NA
61,Pocillopora_acuta_HIv2___RNAseq.g9631.t1,5786.086673,-14.75597859,3.166304696,2.33E-14,5.52E-12,Repetitive proline-rich cell wall protein 2,Q40375,3.73E-56,Repetitive proline-rich cell wall protein 2,,GO:0005199; GO:0005576
62,Pocillopora_acuta_HIv2___RNAseq.g11659.t1,606.9452841,-14.4456197,3.782207246,2.66E-14,6.20E-12,,NA,NA,NA,NA,NA
63,Pocillopora_acuta_HIv2___TS.g1968.t2,570.1548136,-14.38357031,3.768190159,3.19E-14,7.32E-12,,NA,NA,NA,NA,NA
64,Pocillopora_acuta_HIv2___RNAseq.g1126.t1,3758.539303,14.57747958,3.157201343,3.83E-14,8.66E-12,Coadhesin,B3EWZ3,7.33E-54,Coadhesin,,GO:0016020
65,Pocillopora_acuta_HIv2___TS.g21863.t2,714.4991869,-11.58702318,2.257521543,3.94E-14,8.77E-12,,NA,NA,NA,NA,NA
66,Pocillopora_acuta_HIv2___RNAseq.g14484.t1,670.5620298,-14.65416379,3.855551896,4.67E-14,1.02E-11,Ras-related protein Rab-37,Q9JKM7,4.74E-106,Ras-related protein Rab-37,protein transport [GO:0015031],GO:0003924; GO:0005525; GO:0005768; GO:0005794; GO:0015031; GO:0030141
67,Pocillopora_acuta_HIv2___RNAseq.g18517.t1,291.8658889,-9.434439383,1.47306217,5.37E-14,1.16E-11,,NA,NA,NA,NA,NA
68,Pocillopora_acuta_HIv2___RNAseq.g27621.t1,1470.664505,12.63878421,2.732789313,6.35E-14,1.35E-11,,NA,NA,NA,NA,NA
69,Pocillopora_acuta_HIv2___RNAseq.22067_t,613.5248233,-14.2404359,3.777746698,6.54E-14,1.37E-11,Protein Wnt-2b,Q98SN7,6.50E-110,Protein Wnt-2b,camera-type eye photoreceptor cell differentiation [GO:0060219]; canonical Wnt signaling pathway [GO:0060070]; cell fate commitment [GO:0045165]; cell population proliferation [GO:0008283]; cornea development in camera-type eye [GO:0061303]; embryonic camera-type eye formation [GO:0060900]; embryonic forelimb morphogenesis [GO:0035115]; iris morphogenesis [GO:0061072]; lens development in camera-type eye [GO:0002088]; limb development [GO:0060173]; morphogenesis of an epithelial sheet [GO:0002011]; negative regulation of glial cell differentiation [GO:0045686]; negative regulation of neuron differentiation [GO:0045665]; neural retina development [GO:0003407]; neuron differentiation [GO:0030182]; positive regulation of fibroblast growth factor production [GO:0090271]; positive regulation of fibroblast growth factor receptor signaling pathway [GO:0045743]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of fibroblast growth factor production [GO:0090270]; retina layer formation [GO:0010842]; Wnt signaling pathway [GO:0016055],GO:0002011; GO:0002088; GO:0003407; GO:0005109; GO:0005125; GO:0005615; GO:0008283; GO:0010842; GO:0016055; GO:0030182; GO:0035115; GO:0045165; GO:0045665; GO:0045686; GO:0045743; GO:0060070; GO:0060173; GO:0060219; GO:0060828; GO:0060900; GO:0061072; GO:0061303; GO:0090270; GO:0090271
70,Pocillopora_acuta_HIv2___RNAseq.g27681.t1b,674.1697312,-14.3970677,3.805804456,7.01E-14,1.45E-11,,NA,NA,NA,NA,NA
71,Pocillopora_acuta_HIv2___RNAseq.g28202.t1,2285.158437,-1.33185387,3.131682184,7.84E-14,1.60E-11,,P12391,1.25E-61,Neuronal acetylcholine receptor subunit beta-3,"acetylcholine receptor signaling pathway [GO:0095500]; membrane depolarization [GO:0051899]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; response to nicotine [GO:0035094]; synaptic transmission, cholinergic [GO:0007271]",GO:0004888; GO:0005886; GO:0005892; GO:0007271; GO:0022848; GO:0032991; GO:0035094; GO:0042166; GO:0043005; GO:0045202; GO:0045211; GO:0051899; GO:0095500; GO:0098691; GO:0098793; GO:0099171
72,Pocillopora_acuta_HIv2___RNAseq.g8732.t1,507.2404636,-14.12872312,3.725763729,8.63E-14,1.73E-11,UPF0462 protein C4orf33 homolog,Q8BGN2,3.01E-48,UPF0462 protein C4orf33 homolog,,
73,Pocillopora_acuta_HIv2___RNAseq.g11810.t1,633.2448664,-14.32907631,3.79401899,1.06E-13,2.11E-11,Spectrin beta chain,P15508,2.41E-37,"Spectrin beta chain, erythrocytic (Beta-I spectrin)",actin cytoskeleton organization [GO:0030036]; actin filament capping [GO:0051693]; hemopoiesis [GO:0030097]; plasma membrane organization [GO:0007009]; porphyrin-containing compound biosynthetic process [GO:0006779],GO:0003779; GO:0005200; GO:0005886; GO:0006779; GO:0007009; GO:0008091; GO:0014731; GO:0016020; GO:0030036; GO:0030054; GO:0030097; GO:0030863; GO:0030864; GO:0042995; GO:0051015; GO:0051693; GO:0098794; GO:0098978
74,Pocillopora_acuta_HIv2___RNAseq.g13.t1,493.1626962,-14.1602003,3.76373525,1.09E-13,2.12E-11,Immunoglobulin superfamily member 10,Q3V1M1,5.17E-10,Immunoglobulin superfamily member 10 (IgSF10),ossification [GO:0001503]; regulation of neuron migration [GO:2001222]; tissue regeneration [GO:0042246],GO:0001503; GO:0005576; GO:0042246; GO:2001222
75,Pocillopora_acuta_HIv2___RNAseq.g5007.t1,484.0235126,-14.10564506,3.73402568,1.13E-13,2.18E-11,,NA,NA,NA,NA,NA
76,Pocillopora_acuta_HIv2___RNAseq.g8062.t1,492.934931,14.72027567,3.757197184,1.17E-13,2.21E-11,Forkhead box protein C2-B (FoxC2-B) ,Q9PVY8,6.30E-66,Forkhead box protein C2-B (FoxC2-B) (FoxC2b) (Fork head domain-related protein 4') (FD-4') (xFD-4') (xFD4 B),mesoderm development [GO:0007498]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA-templated transcription [GO:0006355],GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0007498; GO:0043565; GO:0045893; GO:0045944; GO:1990841
77,Pocillopora_acuta_HIv2___RNAseq.g13400.t1,533.2237478,-14.25408228,3.784025563,1.18E-13,2.21E-11,Double-stranded RNA-specific editase 1,P51400,0,Double-stranded RNA-specific editase 1 (EC 3.5.4.37) (RNA-editing deaminase 1) (RNA-editing enzyme 1) (dsRNA adenosine deaminase),adenosine to inosine editing [GO:0006382]; base conversion or substitution editing [GO:0016553]; facial nerve morphogenesis [GO:0021610]; hypoglossal nerve morphogenesis [GO:0021618]; innervation [GO:0060384]; motor behavior [GO:0061744]; motor neuron apoptotic process [GO:0097049]; mRNA modification [GO:0016556]; mRNA processing [GO:0006397]; multicellular organism growth [GO:0035264]; muscle tissue morphogenesis [GO:0060415]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of protein kinase activity by regulation of protein phosphorylation [GO:0044387]; neuromuscular process controlling posture [GO:0050884]; neuromuscular synaptic transmission [GO:0007274]; positive regulation of mRNA processing [GO:0050685]; positive regulation of viral genome replication [GO:0045070]; regulation of cell cycle [GO:0051726]; RNA processing [GO:0006396]; spinal cord ventral commissure morphogenesis [GO:0021965],GO:0003723; GO:0003725; GO:0003726; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006382; GO:0006396; GO:0006397; GO:0007274; GO:0008251; GO:0008285; GO:0016553; GO:0016556; GO:0021610; GO:0021618; GO:0021965; GO:0030336; GO:0035264; GO:0042802; GO:0044387; GO:0045070; GO:0045202; GO:0046872; GO:0050685; GO:0050884; GO:0051726; GO:0060384; GO:0060415; GO:0061744; GO:0097049
78,Pocillopora_acuta_HIv2___RNAseq.g7514.t1,496.3624374,-14.05178749,3.720552913,1.30E-13,2.41E-11,,NA,NA,NA,NA,NA
79,Pocillopora_acuta_HIv2___RNAseq.g9231.t1,1272.975523,11.011794,2.786090579,1.36E-13,2.45E-11,,NA,NA,NA,NA,NA
80,Pocillopora_acuta_HIv2___RNAseq.g23883.t2,638.1024364,-11.72502405,2.348464757,1.36E-13,2.45E-11,,Q5VU97,8.26E-146,VWFA and cache domain-containing protein 1 (Cache domain-containing protein 1),,GO:0005245; GO:0005891
81,Pocillopora_acuta_HIv2___RNAseq.g3939.t1,610.3792155,11.77900856,2.429931051,1.37E-13,2.45E-11,Spondin-1,Q9W770,1.17E-71,Spondin-1 (F-spondin),cell adhesion [GO:0007155],GO:0005576; GO:0007155; GO:0031012; GO:0046872
82,Pocillopora_acuta_HIv2___RNAseq.g17085.t1,542.2018904,-14.17977811,3.781989234,1.41E-13,2.49E-11,Peroxidasin homolog pxn-2,G5EG78,2.82E-87,Peroxidasin homolog pxn-2 (EC 1.11.2.-),axon guidance [GO:0007411]; basement membrane organization [GO:0071711]; embryonic body morphogenesis [GO:0010172]; muscle attachment [GO:0016203]; negative regulation of axon regeneration [GO:0048681]; regulation of basement membrane organization [GO:0110011]; response to oxidative stress [GO:0006979],GO:0004601; GO:0005604; GO:0005615; GO:0006979; GO:0007411; GO:0010172; GO:0016203; GO:0020037; GO:0046872; GO:0048681; GO:0071711; GO:0110011; GO:0140825
83,Pocillopora_acuta_HIv2___RNAseq.g3222.t1,584.3146714,-14.20094686,3.797125221,1.66E-13,2.88E-11,Epidermal growth factor-related protein 3,P49013,1.81E-28,Fibropellin-3 (Epidermal growth factor-related protein 3) (Fibropellin III) (Fibropellin-c) (SpEGF III),,GO:0005509; GO:0005576; GO:0009374
84,Pocillopora_acuta_HIv2___RNAseq.g17946.t1,517.1954591,-14.12202949,3.777628547,1.67E-13,2.88E-11,,NA,NA,NA,NA,NA
85,Pocillopora_acuta_HIv2___RNAseq.g30104.t1,700.2330005,-9.790095713,1.790679888,1.87E-13,3.18E-11,,Q80VF6,3.22E-10,Protein FAM181B,,
86,Pocillopora_acuta_HIv2___TS.g22105.t1,586.4538651,-14.37351881,3.839912425,2.00E-13,3.36E-11,Major facilitator superfamily domain-containing protein 12,F1PZV2,2.55E-32,Major facilitator superfamily domain-containing protein 12,carbohydrate transport [GO:0008643]; cysteine transmembrane transport [GO:1903712]; melanin biosynthetic process [GO:0042438]; pigment metabolic process involved in pigmentation [GO:0043474]; regulation of melanin biosynthetic process [GO:0048021],GO:0005764; GO:0005765; GO:0005886; GO:0008643; GO:0015293; GO:0033162; GO:0033229; GO:0042438; GO:0043474; GO:0048021; GO:1903712
87,Pocillopora_acuta_HIv2___RNAseq.g21722.t1,389.2193252,-9.917094452,1.697528792,2.02E-13,3.36E-11,,Q8VCR7,7.68E-44,Putative protein-lysine deacylase ABHD14B (EC 2.3.1.-) (Alpha/beta hydrolase domain-containing protein 14B) (Abhydrolase domain-containing protein 14B),positive regulation of transcription by RNA polymerase II [GO:0045944],GO:0005634; GO:0005737; GO:0016787; GO:0045944; GO:0061733
88,Pocillopora_acuta_HIv2___RNAseq.g14933.t1,451.5034563,-13.94665821,3.708899753,2.15E-13,3.54E-11,,Q3UZD5,2.42E-88,Putative histone-lysine N-methyltransferase PRDM6 (EC 2.1.1.361) (PR domain zinc finger protein 6) (PR domain-containing protein 6) (PR domain-containing protein in smooth muscle),methylation [GO:0032259]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of smooth muscle cell differentiation [GO:0051151]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neurogenesis [GO:0022008]; regulation of gene expression [GO:0010468],GO:0000122; GO:0005634; GO:0010468; GO:0022008; GO:0032259; GO:0042802; GO:0045892; GO:0046872; GO:0051151; GO:0140944
89,Pocillopora_acuta_HIv2___RNAseq.g16988.t1,376.1632002,-11.04593946,2.066339612,2.29E-13,3.72E-11,,NA,NA,NA,NA,NA
90,Pocillopora_acuta_HIv2___RNAseq.g13796.t1,522.0945124,-14.23655347,3.796406168,2.44E-13,3.92E-11,Tubulin-folding cofactor B,Q9D1E6,3.96E-86,Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B),cell differentiation [GO:0030154]; cytoplasmic microtubule organization [GO:0031122]; nervous system development [GO:0007399]; post-chaperonin tubulin folding pathway [GO:0007023]; tubulin complex assembly [GO:0007021],GO:0005634; GO:0005737; GO:0005829; GO:0005938; GO:0007021; GO:0007023; GO:0007399; GO:0030154; GO:0031122; GO:0035371; GO:0043014; GO:0051010
91,Pocillopora_acuta_HIv2___RNAseq.g10163.t1,764.2954366,-10.20542395,2.036319193,2.66E-13,4.23E-11,,NA,NA,NA,NA,NA
92,Pocillopora_acuta_HIv2___RNAseq.g12.t1,573.9059924,-14.12627284,3.798801396,2.92E-13,4.56E-11,Matrix-remodeling-associated protein 5,Q9NR99,8.15E-10,Matrix-remodeling-associated protein 5 (Adhesion protein with leucine-rich repeats and immunoglobulin domains related to perlecan) (Adlican),response to transforming growth factor beta [GO:0071559],GO:0005201; GO:0005576; GO:0062023; GO:0070062; GO:0071559
93,Pocillopora_acuta_HIv2___RNAseq.g18187.t1,361.1329949,-7.556906592,1.184597326,2.93E-13,4.56E-11,,Q6DBY9,1.70E-30,Carbohydrate sulfotransferase 1 (EC 2.8.2.21) (Keratan sulfate Gal-6 sulfotransferase) (KS6ST) (KSGal6ST) (KSST),carbohydrate metabolic process [GO:0005975]; keratan sulfate metabolic process [GO:0042339]; N-acetylglucosamine metabolic process [GO:0006044],GO:0000139; GO:0001517; GO:0005802; GO:0005975; GO:0006044; GO:0042339; GO:0045130
94,Pocillopora_acuta_HIv2___RNAseq.g11522.t1,426.9906927,-9.354693082,1.628967843,2.99E-13,4.61E-11,,NA,NA,NA,NA,NA
95,Pocillopora_acuta_HIv2___RNAseq.g31136.t1,426.9419738,-13.87595165,3.712500471,3.15E-13,4.80E-11,,Q1L8G7,6.83E-50,GATA zinc finger domain-containing protein 1,chromatin organization [GO:0006325]; regulation of DNA-templated transcription [GO:0006355],GO:0005634; GO:0006325; GO:0006355; GO:0031674; GO:0043565; GO:0046872
96,Pocillopora_acuta_HIv2___RNAseq.g7672.t1,429.5964188,-13.82711969,3.69885971,3.26E-13,4.92E-11,,NA,NA,NA,NA,NA
97,Pocillopora_acuta_HIv2___TS.g28528.t1b,5194.877777,9.853665536,2.898462062,3.69E-13,5.50E-11,,P18460,4.35E-37,Fibroblast growth factor receptor 3 (FGFR-3) (EC 2.7.10.1) (Tyrosine kinase receptor CEK2),apoptotic process [GO:0006915]; cell differentiation [GO:0030154]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of MAPK cascade [GO:0043410]; regulation of macromolecule metabolic process [GO:0060255],GO:0005007; GO:0005524; GO:0005886; GO:0006915; GO:0008284; GO:0017134; GO:0030154; GO:0043235; GO:0043410; GO:0060255
98,Pocillopora_acuta_HIv2___RNAseq.g2813.t4,1653.408293,-1.174789501,2.372156794,3.83E-13,5.66E-11,,Q3UP38,3.52E-55,EF-hand calcium-binding domain-containing protein 4B (Calcium release-activated channel regulator 2A) (Ras-related protein Rab-46),activation of store-operated calcium channel activity [GO:0032237]; adaptive immune response [GO:0002250]; endosomal transport [GO:0016197]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of JNK cascade [GO:0046330]; response to histamine [GO:0034776]; store-operated calcium entry [GO:0002115]; T-helper 1 cell differentiation [GO:0045063],GO:0000139; GO:0001772; GO:0002115; GO:0002250; GO:0003924; GO:0005509; GO:0005525; GO:0005737; GO:0005815; GO:0005886; GO:0016197; GO:0031982; GO:0032237; GO:0032588; GO:0033093; GO:0034776; GO:0045063; GO:0046330; GO:0051928
99,Pocillopora_acuta_HIv2___TS.g10041.t1,413.3937214,-13.78517232,3.696228085,4.16E-13,6.07E-11,,V6CLA2,4.93E-12,E3 ubiquitin-protein ligase hecd-1 (EC 2.3.2.26),determination of adult lifespan [GO:0008340]; negative regulation of Notch signaling pathway [GO:0045746]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K63-linked ubiquitination [GO:0070534]; regulation of cell fate specification [GO:0042659]; regulation of germ cell proliferation [GO:1905936]; regulation of response to oxidative stress [GO:1902882]; regulation of vulval development [GO:0040028],GO:0008340; GO:0016607; GO:0032436; GO:0040028; GO:0042659; GO:0043161; GO:0045746; GO:0045747; GO:0046872; GO:0061630; GO:0070534; GO:1902882; GO:1905936
